entry,name,signature,status,chunk
"180020fe0","SetInputSamplerate","undefined SetInputSamplerate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180021060","SetDSPSamplerate","undefined SetDSPSamplerate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180022340","SetOutputSamplerate","undefined SetOutputSamplerate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800223c0","SetAllRates","undefined SetAllRates(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023700","SetChannelState","undefined SetChannelState(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023870","SetChannelTDelayUp","undefined SetChannelTDelayUp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023920","SetChannelTSlewUp","undefined SetChannelTSlewUp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800239a0","SetChannelTDelayDown","undefined SetChannelTDelayDown(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023a50","SetChannelTSlewDown","undefined SetChannelTSlewDown(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023ad0","SetTXACompressorRun","undefined SetTXACompressorRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023b50","SetTXACompressorGain","undefined SetTXACompressorGain(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023be0","FUN_180023be0","undefined FUN_180023be0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023da0","FUN_180023da0","undefined FUN_180023da0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023f30","FUN_180023f30","undefined FUN_180023f30(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180023fb0","FUN_180023fb0","undefined FUN_180023fb0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800242a0","FUN_1800242a0","undefined FUN_1800242a0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024400","FUN_180024400","undefined FUN_180024400(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024470","FUN_180024470","undefined FUN_180024470(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024510","create_dexp","undefined create_dexp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024790","destroy_dexp","undefined destroy_dexp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024840","flush_dexp","undefined flush_dexp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024910","xdexp","undefined xdexp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180024fe0","SendCBPushDexpVox","undefined SendCBPushDexpVox(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025000","SetDEXPRun","undefined SetDEXPRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025050","SetDEXPSize","undefined SetDEXPSize(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800251a0","SetDEXPIOBuffers","undefined SetDEXPIOBuffers(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025240","SetDEXPRate","undefined SetDEXPRate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800252e0","SetDEXPDetectorTau","undefined SetDEXPDetectorTau(void)","OK","wdsp.dll.decompiled.part-0001.c"
